Ticker;Ind. Id;Indicadores;Atual;2022;2021;2020;2019;2018;2017;2016;2015;2014
FESA3;4;EV/EBITDA;6,81;3,42;4,75;5,72;8,65;-;-;-;-;-
FESA3;5;EV/EBIT;9,12;3,78;5,44;8,22;13,83;5,39;5,35;116,56;2,85;-
FESA3;6;P/EBITDA;9,72;4,13;5,49;6,9;10,26;-;-;-;-;-
FESA3;7;P/EBIT;13,02;4,56;6,29;9,92;16,42;5,72;6,82;212,82;3,69;-
FESA3;8;VPA;36,78;34,42;26,83;19,99;20,74;19,74;17,18;15,31;15,12;14,42
FESA3;9;P/ATIVO;1,37;1,3;1,48;0,98;1,07;0,81;0,9;0,62;0,48;-
FESA3;10;LPA;5,43;12,03;7,28;0,79;2,5;3,5;3,06;0,79;1,96;1,04
FESA3;11;P/SR;2,17;1,69;2,11;1,71;2,3;1,56;1,51;0,93;0,85;-
FESA3;12;P/CAP. GIRO;4,64;4,46;5,43;7,89;6,72;3,9;2,33;2,11;1,76;-
FESA3;13;P/ATIVO CIR. LIQ;-2,31;-2,23;-2,52;-1,35;-1,43;-1,16;-1,73;-1,03;-0,82;-
FESA3;14;DÍV. LIQ/PL;-0,21;-0,17;-0,08;0,14;0,17;0,06;-0,3;-0,18;-0,05;-0,18
FESA3;15;DIV. LIQ/EBITDA;-1,18;-0,41;-0,21;0,61;1,12;-;-;-;-;-
FESA3;16;DIV. LIQ/EBIT;-1,58;-0,46;-0,25;0,88;1,79;0,28;-1,82;-49,29;-0,3;-3,16
FESA3;17;PL/ATIVOS;0,79;0,75;0,7;0,63;0,67;0,66;0,82;0,82;0,81;0,87
FESA3;18;PASSIVOS/ATIVOS;0,21;0,25;0,3;0,37;0,33;0,34;0,18;0,18;0,19;0,13
FESA3;19;LIQ. CORRENTE;3,6;3,35;2,95;1,83;2,71;3,12;5,25;3,79;3;5,96
FESA3;20;M.BRUTA;28,80%;46,29%;43,25%;27,37%;20,20%;34,95%;35,34%;15,85%;37,87%;22,18%
FESA3;21;M.EBITDA;22,30%;40,85%;38,35%;24,72%;22,41%;-%;-%;-%;-%;-%
FESA3;22;M.EBIT;16,65%;36,99%;33,52%;17,19%;14,01%;27,19%;22,19%;0,44%;23,04%;8,97%
FESA3;23;M.LIQ;18,39%;33,84%;26,90%;4,30%;17,29%;22,36%;24,34%;6,35%;18,50%;11,04%
FESA3;24;ROE;14,76%;34,95%;27,13%;3,95%;12,07%;17,71%;17,79%;5,15%;12,98%;7,18%
FESA3;25;ROA;11,59%;26,12%;18,93%;2,48%;8,05%;11,61%;14,54%;4,20%;10,53%;6,25%
FESA3;26;ROIC;10,08%;28,98%;26,74%;12,04%;6,23%;15,60%;13,05%;-1,68%;14,58%;4,85%
FESA3;27;GIRO ATIVOS;0,63;0,77;0,7;0,58;0,47;0,52;0,6;0,66;0,57;0,57
FESA3;28;CAGR REC. 5;23,14%;23,14%;16,87%;11,62%;9,09%;11,54%;9,40%;11,28%;6,82%;12,94%
FESA3;29;CAGR LUCRO 5;12,19%;31,53%;55,97%;-16,63%;19,33%;33,26%;25,90%;-5,12%;5,31%;25,76%
FESA4;0;D.Y;7,00%;10,18%;1,72%;4,86%;6,74%;5,73%;6,11%;10,27%;13,00%;3,19%
FESA4;1;P/L;8,61;4,45;6,71;24,19;7,99;5,85;6,7;9,84;3,6;8,4
FESA4;2;PEG RATIO;-0,15;0,07;-;-;-;0,41;0,02;-0,16;0,04;0,34
FESA4;3;P/VP;1,27;1,55;1,82;0,96;0,96;1,04;1,19;0,51;0,47;0,6
FESA4;4;EV/EBITDA;6,81;3,42;4,75;5,72;8,65;-;-;-;-;-
FESA4;5;EV/EBIT;9,12;3,78;5,44;8,22;13,83;5,39;5,35;116,56;2,85;-
FESA4;6;P/EBITDA;7,1;3,68;4,7;4,21;6,16;-;-;-;-;-
FESA4;7;P/EBIT;9,51;4,07;5,38;6,05;9,86;4,81;7,35;142,37;2,89;10,33
FESA4;8;VPA;36,78;34,42;26,83;19,99;20,74;19,74;17,18;15,31;15,12;14,42
FESA4;9;P/ATIVO;1;1,16;1,27;0,6;0,64;0,68;0,97;0,41;0,38;0,53
FESA4;10;LPA;5,43;12,03;7,28;0,79;2,5;3,5;3,06;0,79;1,96;1,04
FESA4;11;P/SR;1,58;1,5;1,8;1,04;1,38;1,31;1,63;0,63;0,67;0,93
FESA4;12;P/CAP. GIRO;3,39;3,97;4,65;4,82;4,04;3,28;2,51;1,41;1,38;1,35
FESA4;13;P/ATIVO CIR. LIQ;-1,68;-1,99;-2,16;-0,83;-0,86;-0,98;-1,87;-0,69;-0,65;-0,98
FESA4;14;DÍV. LIQ/PL;-0,21;-0,17;-0,08;0,14;0,17;0,06;-0,3;-0,18;-0,05;-0,18
FESA4;15;DIV. LIQ/EBITDA;-1,18;-0,41;-0,21;0,61;1,12;-;-;-;-;-
FESA4;16;DIV. LIQ/EBIT;-1,58;-0,46;-0,25;0,88;1,79;0,28;-1,82;-49,29;-0,3;-3,16
FESA4;17;PL/ATIVOS;0,79;0,75;0,7;0,63;0,67;0,66;0,82;0,82;0,81;0,87
FESA4;18;PASSIVOS/ATIVOS;0,21;0,25;0,3;0,37;0,33;0,34;0,18;0,18;0,19;0,13
FESA4;19;LIQ. CORRENTE;3,6;3,35;2,95;1,83;2,71;3,12;5,25;3,79;3;5,96
FESA4;20;M.BRUTA;28,80%;46,29%;43,25%;27,37%;20,20%;34,95%;35,34%;15,85%;37,87%;22,18%
FESA4;21;M.EBITDA;22,30%;40,85%;38,35%;24,72%;22,41%;-%;-%;-%;-%;-%
FESA4;22;M.EBIT;16,65%;36,99%;33,52%;17,19%;14,01%;27,19%;22,19%;0,44%;23,04%;8,97%
FESA4;23;M.LIQ;18,39%;33,84%;26,90%;4,30%;17,29%;22,36%;24,34%;6,35%;18,50%;11,04%
FESA4;24;ROE;14,76%;34,95%;27,13%;3,95%;12,07%;17,71%;17,79%;5,15%;12,98%;7,18%
FESA4;25;ROA;11,59%;26,12%;18,93%;2,48%;8,05%;11,61%;14,54%;4,20%;10,53%;6,25%
FESA4;26;ROIC;10,08%;28,98%;26,74%;12,04%;6,23%;15,60%;13,05%;-1,68%;14,58%;4,85%
FESA4;27;GIRO ATIVOS;0,63;0,77;0,7;0,58;0,47;0,52;0,6;0,66;0,57;0,57
FESA4;28;CAGR REC. 5;23,14%;23,14%;16,87%;11,62%;9,09%;11,54%;9,40%;11,28%;6,82%;12,94%
FESA4;29;CAGR LUCRO 5;12,19%;31,53%;55,97%;-16,63%;19,33%;33,26%;25,90%;-5,12%;5,31%;25,76%
FHER3;0;D.Y;-%;-%;-%;-%;-%;-%;-%;-%;-%;-%
FHER3;1;P/L;-0,92;-6,18;1,48;-0,8;0,3;-0,31;-1,09;2,56;-0,22;32,08
FHER3;2;PEG RATIO;0,01;0,05;-;-;-;0;0;-0,02;0;-0,26
FHER3;3;P/VP;4,1;2,52;1,91;-1,08;6,19;-0,39;0,84;0,38;0,3;0,57
FHER3;4;EV/EBITDA;-0,92;-33,49;1,68;2,34;-2,75;-;-;-;-;-
FHER3;5;EV/EBIT;-0,84;-15,2;1,73;2,76;-2,2;-6,26;33,26;5,56;11,3;4,48
FHER3;6;P/EBITDA;-1,01;-35,42;1,14;0,87;-1,59;-;-;-;-;-
FHER3;7;P/EBIT;-0,92;-16,07;1,17;1,03;-1,27;-1,24;3,51;0,56;0,49;0,9
FHER3;8;VPA;1,89;6,84;9,64;-2,75;0,58;-11,55;3,04;5,37;4,57;9,19
FHER3;9;P/ATIVO;0,16;0,31;0,34;0,09;0,12;0,13;0,05;0,04;0,02;0,08
FHER3;10;LPA;-8,38;-2,8;12,39;-3,7;12,13;-14,48;-2,33;0,8;-6,24;0,16
FHER3;11;P/SR;0,07;0,16;0,23;0,07;0,16;0,07;0,03;0,02;0,01;0,04
FHER3;12;P/CAP. GIRO;0,8;1,18;1,16;0,65;0,76;-0,17;-0,13;-0,14;-0,06;-0,47
FHER3;13;P/ATIVO CIR. LIQ;-0,6;-1,37;-1,18;-0,18;-0,24;-0,28;-0,1;-0,09;-0,05;-0,23
FHER3;14;DÍV. LIQ/PL;-0,36;-0,14;0,91;-;4,54;-;7,11;3,42;6,46;2,29
FHER3;15;DIV. LIQ/EBITDA;0,09;1,93;0,54;1,47;-1,16;-;-;-;-;-
FHER3;16;DIV. LIQ/EBIT;0,08;0,88;0,56;1,73;-0,93;-5,02;29,75;5;10,81;3,58
FHER3;17;PL/ATIVOS;0,04;0,12;0,18;-0,08;0,02;-0,34;0,06;0,1;0,07;0,13
FHER3;18;PASSIVOS/ATIVOS;0,96;0,88;0,82;1,08;0,98;1,34;0,94;0,9;0,93;0,87
FHER3;19;LIQ. CORRENTE;1,35;1,51;1,72;1,35;1,51;0,4;0,61;0,67;0,62;0,8
FHER3;20;M.BRUTA;-1,71%;4,28%;23,29%;14,36%;6,62%;5,04%;9,60%;12,27%;8,74%;12,30%
FHER3;21;M.EBITDA;-7,33%;-0,46%;20,28%;8,25%;-10,37%;-%;-%;-%;-%;-%
FHER3;22;M.EBIT;-8,04%;-1,02%;19,63%;6,99%;-12,94%;-5,31%;0,82%;3,81%;2,33%;4,77%
FHER3;23;M.LIQ;-8,02%;-2,65%;15,55%;-9,00%;55,29%;-21,13%;-2,62%;0,83%;-5,33%;0,13%
FHER3;24;ROE;-443,85%;-40,86%;128,53%;-134,47%;2081,32%;-125,37%;-76,77%;14,93%;-136,56%;1,79%
FHER3;25;ROA;-16,84%;-4,99%;23,16%;-11,00%;41,34%;-42,70%;-4,26%;1,51%;-10,08%;0,24%
FHER3;26;ROIC;-410,28%;-33,26%;80,72%;93,40%;-208,93%;-117,43%;-2,02%;13,46%;-1,68%;15,89%
FHER3;27;GIRO ATIVOS;2,1;1,88;1,49;1,22;0,75;2,02;1,63;1,82;1,89;1,8
FHER3;28;CAGR REC. 5;3,45%;3,45%;-3,75%;-18,89%;-27,63%;-7,43%;-2,12%;2,01%;12,37%;13,27%
FHER3;29;CAGR LUCRO 5;-%;-%;72,89%;-%;141,43%;-%;-%;-7,53%;-%;-33,60%
FIBR3;0;D.Y;-%;-%;-%;-%;-%;-%;-%;-%;-%;
FIBR3;1;P/L;12,03;12,03;12,03;12,03;12,27;24,42;10,67;84;115,75;
FIBR3;2;PEG RATIO;0,07;0,07;0,07;0,07;0,07;-0,71;0,03;0,7;-0,95;
FIBR3;3;P/VP;2,59;2,59;2,59;2,59;2,65;1,82;1,28;2,25;1,24;
FIBR3;4;EV/EBITDA;5,54;5,54;5,54;5,54;5,62;8,76;8,69;7,29;7,31;
FIBR3;5;EV/EBIT;7,63;7,63;7,63;7,63;7,74;16,88;20,4;11,07;15,21;
FIBR3;6;P/EBITDA;3,97;3,97;3,97;3,97;4,05;5,93;5,27;5,37;5,22;
FIBR3;7;P/EBIT;5,46;5,46;5,46;5,46;5,57;11,43;12,38;8,16;10,87;
FIBR3;8;VPA;25,55;25,55;25,55;25,55;25,54;26,32;24,82;23,02;26,29;
FIBR3;9;P/ATIVO;0,9;0,9;0,9;0,9;0,92;0,69;0,51;0,98;0,7;
FIBR3;10;LPA;5,51;5,51;5,51;5,51;5,51;1,96;2,99;0,62;0,28;
FIBR3;11;P/SR;2,01;2,01;2,01;2,01;2,05;2,26;1,84;2,85;2,54;
FIBR3;12;P/CAP. GIRO;9,59;9,59;9,59;9,59;9,78;5,59;5,06;11,47;15,5;
FIBR3;13;P/ATIVO CIR. LIQ;-1,28;-1,28;-1,28;-1,28;-1,31;-0,94;-0,66;-1,2;-0,81;
FIBR3;14;DÍV. LIQ/PL;1,03;1,03;1,03;1,03;1,03;0,87;0,83;0,8;0,49;
FIBR3;15;DIV. LIQ/EBITDA;1,57;1,57;1,57;1,57;1,57;2,83;3,42;1,92;2,08;
FIBR3;16;DIV. LIQ/EBIT;2,17;2,17;2,17;2,17;2,17;5,45;8,03;2,91;4,34;
FIBR3;17;PL/ATIVOS;0,35;0,35;0,35;0,35;0,35;0,38;0,4;0,43;0,57;
FIBR3;18;PASSIVOS/ATIVOS;0,65;0,65;0,65;0,65;0,65;0,62;0,6;0,56;0,43;
FIBR3;19;LIQ. CORRENTE;1,46;1,46;1,46;1,46;1,46;1,82;1,87;1,85;1,55;
FIBR3;20;M.BRUTA;45,77%;45,77%;45,77%;45,77%;45,77%;29,74%;26,07%;41,69%;21,71%;
FIBR3;21;M.EBITDA;50,68%;50,68%;50,68%;50,68%;50,68%;38,06%;34,84%;53,09%;48,67%;
FIBR3;22;M.EBIT;36,80%;36,80%;36,80%;36,80%;36,80%;19,75%;14,85%;34,96%;23,39%;
FIBR3;23;M.LIQ;16,71%;16,71%;16,71%;16,71%;16,71%;9,24%;17,21%;3,39%;2,20%;
FIBR3;24;ROE;21,57%;21,57%;21,57%;21,57%;21,57%;7,44%;12,03%;2,68%;1,07%;
FIBR3;25;ROA;7,48%;7,48%;7,48%;7,48%;7,48%;2,80%;4,80%;1,16%;0,61%;
FIBR3;26;ROIC;17,10%;17,10%;17,10%;17,10%;17,10%;5,53%;0,16%;11,76%;6,61%;
FIBR3;27;GIRO ATIVOS;0,45;0,45;0,45;0,45;0,45;0,3;0,28;0,34;0,28;
FIBR3;28;CAGR REC. 5;21,43%;21,43%;21,43%;21,43%;21,43%;13,71%;10,43%;9,92%;6,00%;
FIBR3;29;CAGR LUCRO 5;-%;-%;-%;-%;-%;-%;-%;-10,58%;-39,56%;
FIEI3;0;D.Y;-%;-%;-%;-%;-%;-%;-%;-%;74,07%;-%
FIEI3;1;P/L;6,4;5,16;-5,76;-4,34;-9,18;-61,54;-15,97;-1,43;-1,76;-3,59
FIEI3;2;PEG RATIO;-0,04;-0,02;-;-;-;-0,25;0,18;-0,05;-0,46;-0,28
FIEI3;3;P/VP;0,36;0,42;0,4;0,63;0,54;5,79;0,39;0,36;0,28;0,4
FIEI3;4;EV/EBITDA;-;-3,34;-3,5;-3,4;-3,98;-;-;-;-;-
FIEI3;5;EV/EBIT;-2,53;-3,32;-3,49;-3,4;-3,97;-50,84;-5,88;-1,47;-1,53;-5,55
FIEI3;6;P/EBITDA;-;-4,25;-5,31;-4,59;-13,92;-;-;-;-;-
FIEI3;7;P/EBIT;-2,89;-4,22;-5,28;-4,59;-13,89;-52,36;-8,88;-1,97;-2,13;-5,31
FIEI3;8;VPA;36,37;38,29;41,39;44,27;65,1;3,45;3,8;3,9;4,87;6,66
FIEI3;9;P/ATIVO;0,3;0,36;0,35;0,55;0,49;5,16;0,32;0,29;0,23;0,3
FIEI3;10;LPA;2,05;3,1;-2,88;-6,38;-3,86;-0,32;-0,09;-0,98;-0,77;-0,74
FIEI3;11;P/SR;12,21;9,5;8,2;33,12;2,54;183;6,24;3,97;2,22;6,51
FIEI3;12;P/CAP. GIRO;4,53;2,98;3,69;3,88;1,33;12,91;0,91;0,63;0,43;0,75
FIEI3;13;P/ATIVO CIR. LIQ;-0,34;-0,41;-0,42;-0,71;-0,84;-9,2;-0,54;-0,62;-0,58;-0,66
FIEI3;14;DÍV. LIQ/PL;-0,05;-0,09;-0,14;-0,16;-0,39;-0,17;-0,13;-0,09;-0,08;0,02
FIEI3;15;DIV. LIQ/EBITDA;-;0,91;1,81;1,2;9,94;-;-;-;-;-
FIEI3;16;DIV. LIQ/EBIT;0,36;0,9;1,8;1,2;9,92;1,52;3;0,5;0,6;-0,24
FIEI3;17;PL/ATIVOS;0,84;0,85;0,86;0,89;0,91;0,89;0,83;0,82;0,81;0,76
FIEI3;18;PASSIVOS/ATIVOS;0,16;0,15;0,14;0,11;0,09;0,11;0,11;0,12;0,12;0,19
FIEI3;19;LIQ. CORRENTE;3,03;1,69;2,11;2,89;9,43;11,09;8,27;9,04;6,51;3,98
FIEI3;20;M.BRUTA;-30,67%;13,26%;17,94%;-26,75%;3,83%;2,29%;28,19%;28,15%;31,68%;46,82%
FIEI3;21;M.EBITDA;-%;-223,60%;-154,36%;-720,73%;-18,24%;-%;-%;-%;-%;-%
FIEI3;22;M.EBIT;-422,20%;-224,94%;-155,14%;-721,03%;-18,28%;-349,54%;-70,28%;-201,88%;-104,19%;-122,72%
FIEI3;23;M.LIQ;190,77%;183,95%;-142,37%;-762,69%;-27,67%;-297,39%;-39,08%;-276,72%;-125,92%;-181,16%
FIEI3;24;ROE;5,63%;8,10%;-6,97%;-14,41%;-5,92%;-9,40%;-2,44%;-25,06%;-15,71%;-11,07%
FIEI3;25;ROA;4,74%;6,88%;-5,99%;-12,76%;-5,38%;-8,39%;-2,02%;-20,54%;-12,77%;-8,46%
FIEI3;26;ROIC;-12,63%;-10,15%;-7,61%;-15,48%;-4,77%;-11,25%;-4,59%;-27,83%;-14,61%;-8,50%
FIEI3;27;GIRO ATIVOS;0,02;0,04;0,04;0,02;0,19;0,03;0,05;0,07;0,1;0,05
FIEI3;28;CAGR REC. 5;-18,70%;-18,70%;-22,10%;-41,45%;11,36%;-45,45%;-40,76%;-38,58%;-41,62%;-41,99%
FIEI3;29;CAGR LUCRO 5;-%;-%;-%;-%;-%;-%;-%;-%;-%;-%
FIGE3;0;D.Y;0,33%;-%;-%;-%;-%;-%;-%;-%;-%;0,14%
FIGE3;1;P/L;3,15;-;-;-;-;-;-;-;-;8,76
FIGE3;2;PEG RATIO;-0,09;-;-;-;-;-;-;-;-;0,2
FIGE3;3;P/VP;0,18;-;-;-;-;-;-;-;-;0,56
FIGE3;4;EV/EBITDA;-;-;-;-;-;-;-;-;-;-
FIGE3;5;EV/EBIT;0,52;-;-;-;-;-;-;-;-;-0,62
FIGE3;6;P/EBITDA;-;-;-;-;-;-;-;-;-;-
FIGE3;7;P/EBIT;1,54;-;-;-;-;-;-;-;-;-95,61
FIGE3;8;VPA;66,67;62,74;100,52;97,75;96,33;93,08;88,66;83,59;77,01;71,04
FIGE3;9;P/ATIVO;0,17;-;-;-;-;-;-;-;-;0,55
FIGE3;10;LPA;3,81;4,39;2,77;1,44;3,28;4,46;5,12;6,65;6,02;4,57
FIGE3;11;P/SR;1,44;-;-;-;-;-;-;-;-;-
FIGE3;12;P/CAP. GIRO;14.171,80;-;-;-;-;-;-;-;-;1,01
FIGE3;13;P/ATIVO CIR. LIQ;-0,17;-;-;-;-;-;-;-;-;-1,23
FIGE3;14;DÍV. LIQ/PL;-;-;-;-0,34;-0,01;0;-0,64;-0,62;-0,59;-0,56
FIGE3;15;DIV. LIQ/EBITDA;-;-;-;-;-;-;-;-;-;-
FIGE3;16;DIV. LIQ/EBIT;-;-;-;-14,58;-0,17;0;-7,41;72,36;101,9;94,99
FIGE3;17;PL/ATIVOS;0,97;0,98;1;1;1;1;0,98;0,97;0,97;0,98
FIGE3;18;PASSIVOS/ATIVOS;0,03;0,02;0;0;0;0;0,02;0,03;0,03;0,02
FIGE3;19;LIQ. CORRENTE;-;-;-;595,64;10,34;15,54;125,86;43,45;39,13;623,89
FIGE3;20;M.BRUTA;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;-%;-%;-%
FIGE3;21;M.EBITDA;-%;-%;-%;-%;-%;-%;-%;-%;-%;-%
FIGE3;22;M.EBIT;93,63%;93,54%;89,57%;88,45%;92,07%;91,21%;91,96%;-%;-%;-%
FIGE3;23;M.LIQ;45,81%;47,68%;61,47%;55,08%;59,52%;80,62%;61,16%;-%;-%;-%
FIGE3;24;ROE;5,71%;6,99%;2,75%;1,47%;3,41%;4,79%;5,77%;7,95%;7,82%;6,43%
FIGE3;25;ROA;5,54%;6,87%;2,75%;1,47%;3,40%;4,78%;5,65%;7,72%;7,58%;6,31%
FIGE3;26;ROIC;-%;-%;-%;1,47%;3,41%;4,79%;5,77%;-4,94%;-4,52%;-3,94%
FIGE3;27;GIRO ATIVOS;0,12;0,14;0,04;0,03;0,06;0,06;0,09;0;0;0
FIGE3;28;CAGR REC. 5;1,92%;1,92%;-%;-%;-%;-%;-%;-%;-%;-%
FIGE3;29;CAGR LUCRO 5;-5,73%;-3,03%;-16,07%;-24,90%;-6,38%;7,00%;9,18%;10,37%;12,36%;2,95%
FIGE4;0;D.Y;-%;-%;-%;-%;-%;-%;-%;-%;-%;0,16%
FIGE4;1;P/L;0;-;-;-;-;-;-;-;-;8,76
FIGE4;2;PEG RATIO;0;-;-;-;-;-;-;-;-;0,2
FIGE4;3;P/VP;0;-;-;-;-;-;-;-;-;0,56
FIGE4;4;EV/EBITDA;-;-;-;-;-;-;-;-;-;-
FIGE4;5;EV/EBIT;0,52;-;-;-;-;-;-;-;-;-0,62
FIGE4;6;P/EBITDA;-;-;-;-;-;-;-;-;-;-
FIGE4;7;P/EBIT;0;-;-;-;-;-;-;-;-;-95,61
FIGE4;8;VPA;66,67;62,74;100,52;97,75;96,33;93,08;88,66;83,59;77,01;71,04
FIGE4;9;P/ATIVO;0;-;-;-;-;-;-;-;-;0,55
FIGE4;10;LPA;3,81;4,39;2,77;1,44;3,28;4,46;5,12;6,65;6,02;4,57
FIGE4;11;P/SR;0;-;-;-;-;-;-;-;-;-
FIGE4;12;P/CAP. GIRO;0;-;-;-;-;-;-;-;-;1,01
FIGE4;13;P/ATIVO CIR. LIQ;0;-;-;-;-;-;-;-;-;-1,23
FIGE4;14;DÍV. LIQ/PL;-;-;-;-0,34;-0,01;0;-0,64;-0,62;-0,59;-0,56
FIGE4;15;DIV. LIQ/EBITDA;-;-;-;-;-;-;-;-;-;-
FIGE4;16;DIV. LIQ/EBIT;-;-;-;-14,58;-0,17;0;-7,41;72,36;101,9;94,99
FIGE4;17;PL/ATIVOS;0,97;0,98;1;1;1;1;0,98;0,97;0,97;0,98
FIGE4;18;PASSIVOS/ATIVOS;0,03;0,02;0;0;0;0;0,02;0,03;0,03;0,02
FIGE4;19;LIQ. CORRENTE;-;-;-;595,64;10,34;15,54;125,86;43,45;39,13;623,89
FIGE4;20;M.BRUTA;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;-%;-%;-%
FIGE4;21;M.EBITDA;-%;-%;-%;-%;-%;-%;-%;-%;-%;-%
FIGE4;22;M.EBIT;93,63%;93,54%;89,57%;88,45%;92,07%;91,21%;91,96%;-%;-%;-%
FIGE4;23;M.LIQ;45,81%;47,68%;61,47%;55,08%;59,52%;80,62%;61,16%;-%;-%;-%
FIGE4;24;ROE;5,71%;6,99%;2,75%;1,47%;3,41%;4,79%;5,77%;7,95%;7,82%;6,43%
FIGE4;25;ROA;5,54%;6,87%;2,75%;1,47%;3,40%;4,78%;5,65%;7,72%;7,58%;6,31%
FIGE4;26;ROIC;-%;-%;-%;1,47%;3,41%;4,79%;5,77%;-4,94%;-4,52%;-3,94%
FIGE4;27;GIRO ATIVOS;0,12;0,14;0,04;0,03;0,06;0,06;0,09;0;0;0
FIGE4;28;CAGR REC. 5;1,92%;1,92%;-%;-%;-%;-%;-%;-%;-%;-%
FIGE4;29;CAGR LUCRO 5;-5,73%;-3,03%;-16,07%;-24,90%;-6,38%;7,00%;9,18%;10,37%;12,36%;2,95%
FIQE3;0;D.Y;4,25%;2,16%;1,26%;-%;;;;;;
FIQE3;1;P/L;10,26;10,84;29,67;-;;;;;;
FIQE3;2;PEG RATIO;1,62;0,18;-;-;;;;;;
FIQE3;3;P/VP;1,22;1,42;2,49;-;;;;;;
FIQE3;4;EV/EBITDA;3,03;3,64;9,02;-;;;;;;
FIQE3;5;EV/EBIT;5,86;6,74;15,3;-;;;;;;
FIQE3;6;P/EBITDA;3,26;4,19;10,86;-;;;;;;
FIQE3;7;P/EBIT;6,31;7,77;18,43;-;;;;;;
FIQE3;8;VPA;2,98;2,75;2,65;-;;;;;;
FIQE3;9;P/ATIVO;0,67;0,74;1,48;-;;;;;;
FIQE3;10;LPA;0,35;0,36;0,22;-;;;;;;
FIQE3;11;P/SR;1,57;2,08;5,22;-;;;;;;
FIQE3;12;P/CAP. GIRO;6,54;4,36;4,51;-;;;;;;
FIQE3;13;P/ATIVO CIR. LIQ;-0,95;-1,16;-3;-;;;;;;
FIQE3;14;DÍV. LIQ/PL;-0,08;-0,19;-0,42;0,95;;;;;;
FIQE3;15;DIV. LIQ/EBITDA;-0,21;-0,56;-1,85;0,82;;;;;;
FIQE3;16;DIV. LIQ/EBIT;-0,41;-1,03;-3,13;1,26;;;;;;
FIQE3;17;PL/ATIVOS;0,55;0,52;0,59;0,26;;;;;;
FIQE3;18;PASSIVOS/ATIVOS;0,45;0,48;0,41;0,74;;;;;;
FIQE3;19;LIQ. CORRENTE;1,53;1,85;2,82;0,71;;;;;;
FIQE3;20;M.BRUTA;44,70%;46,54%;49,10%;47,44%;;;;;;
FIQE3;21;M.EBITDA;48,12%;49,64%;48,03%;47,28%;;;;;;
FIQE3;22;M.EBIT;24,84%;26,79%;28,31%;30,87%;;;;;;
FIQE3;23;M.LIQ;15,27%;19,19%;17,59%;17,64%;;;;;;
FIQE3;24;ROE;11,90%;13,06%;8,40%;42,94%;;;;;;
FIQE3;25;ROA;6,51%;6,78%;4,98%;11,07%;;;;;;
FIQE3;26;ROIC;11,68%;10,25%;7,68%;22,95%;;;;;;
FIQE3;27;GIRO ATIVOS;0,43;0,35;0,28;0,63;;;;;;
FIQE3;28;CAGR REC. 5;-%;-%;-%;-%;;;;;;
FIQE3;29;CAGR LUCRO 5;-%;-%;-%;-%;;;;;;
FLEX3;0;D.Y;-%;-%;-%;-%;-%;-%;-%;-%;-%;-%
FLEX3;1;P/L;0;-;-;-;-;-;-;-;-;-
FLEX3;2;PEG RATIO;0;-;-;-;-;-;-;-;-;-
FLEX3;3;P/VP;0;-;-;-;-;-;-;-;-;-
FLEX3;4;EV/EBITDA;-;-;-;-;-;-;-;-;-;-
FLEX3;5;EV/EBIT;-0,44;-;-;-;-;-;-;-;-;-
FLEX3;6;P/EBITDA;-;-;-;-;-;-;-;-;-;-
FLEX3;7;P/EBIT;0;-;-;-;-;-;-;-;-;-
FLEX3;8;VPA;-112,78;-112,78;-4,87;8,92;16,19;22,05;-;-;-;-
FLEX3;9;P/ATIVO;0;-;-;-;-;-;-;-;-;-
FLEX3;10;LPA;-106,4;-107,91;-13,79;-7,27;-5,86;-1,15;-;-;-;-
FLEX3;11;P/SR;0;-;-;-;-;-;-;-;-;-
FLEX3;12;P/CAP. GIRO;0;-;-;-;-;-;-;-;-;-
FLEX3;13;P/ATIVO CIR. LIQ;0;-;-;-;-;-;-;-;-;-
FLEX3;14;DÍV. LIQ/PL;-;-;-;4,82;2,49;1,6;1,26;0,96;0,93;0,13
FLEX3;15;DIV. LIQ/EBITDA;-;-;2,05;2,91;3,12;2,5;2,11;1,37;1,6;0,24
FLEX3;16;DIV. LIQ/EBIT;-0,44;-0,43;7,23;27,4;33,47;5,55;4,37;2,45;3,37;0,38
FLEX3;17;PL/ATIVOS;-2,37;-2,37;-0,04;0,07;0,13;0,2;0,26;0,24;0,22;0,36
FLEX3;18;PASSIVOS/ATIVOS;3,37;3,37;1,04;0,93;0,87;0,8;0,74;0,76;0,77;0,64
FLEX3;19;LIQ. CORRENTE;0,15;0,15;0,9;1,17;0,99;1,06;0,94;1,08;1,2;1,46
FLEX3;20;M.BRUTA;22,25%;22,86%;29,76%;31,41%;28,76%;28,75%;30,16%;28,32%;25,89%;27,40%
FLEX3;21;M.EBITDA;-%;-%;11,17%;9,64%;8,17%;8,61%;8,49%;8,73%;8,46%;9,95%
FLEX3;22;M.EBIT;-72,50%;-60,27%;3,16%;1,02%;0,76%;3,89%;4,10%;4,86%;4,01%;6,28%
FLEX3;23;M.LIQ;-102,95%;-86,17%;-8,43%;-4,75%;-3,70%;-0,70%;1,90%;1,41%;1,20%;2,13%
FLEX3;24;ROE;-94,35%;-95,68%;-283,15%;-81,57%;-36,17%;-5,21%;13,28%;11,32%;8,27%;11,81%
